CrimeDate,District,Location,Value
2012-08-08,SOUTHEASTERN,Outside,12
2012-08-08,SOUTHERN,Inside,2
2012-08-08,SOUTHERN,Outside,8
2012-08-08,SOUTHWESTERN,Inside,13
2012-08-08,SOUTHWESTERN,Outside,9
2012-08-08,WESTERN,Inside,6
2012-08-08,WESTERN,Outside,3
2012-08-09,CENTRAL,Inside,11
2012-08-09,CENTRAL,Outside,10
2012-08-09,EASTERN,Inside,9
2012-08-09,EASTERN,Outside,9
2012-08-09,NORTHEASTERN,Inside,3
2012-08-09,NORTHEASTERN,Outside,11
2012-08-09,NORTHERN,Inside,14
2012-08-09,NORTHERN,Outside,1
2012-08-09,NORTHWESTERN,Inside,4
2012-08-09,NORTHWESTERN,Outside,7
2012-08-09,SOUTHEASTERN,Inside,12
2012-08-09,SOUTHEASTERN,Outside,16
2012-08-09,SOUTHERN,Inside,9
2012-08-09,SOUTHERN,Outside,4
2012-08-09,SOUTHWESTERN,Inside,9
2012-08-09,SOUTHWESTERN,Outside,11
2012-08-09,WESTERN,Inside,5
2012-08-09,WESTERN,Outside,3
2012-08-10,CENTRAL,Inside,10
2012-08-10,CENTRAL,Outside,9
2012-08-10,EASTERN,Inside,6
2012-08-10,EASTERN,Outside,9
2012-08-10,NORTHEASTERN,Inside,6
2012-08-10,NORTHEASTERN,Outside,8
2012-08-10,NORTHERN,Inside,6
2012-08-10,NORTHERN,Outside,15
2012-08-10,NORTHWESTERN,Inside,6
2012-08-10,NORTHWESTERN,Outside,8
2012-08-10,SOUTHEASTERN,Inside,11
2012-08-10,SOUTHEASTERN,Outside,13
2012-08-10,SOUTHERN,Inside,6
2012-08-10,SOUTHERN,Outside,8
2012-08-10,SOUTHWESTERN,Inside,9
2012-08-10,SOUTHWESTERN,Outside,11
2012-08-10,WESTERN,Inside,6
2012-08-10,WESTERN,Outside,5
2012-08-11,CENTRAL,Inside,19
2012-08-11,CENTRAL,Outside,15
2012-08-11,EASTERN,Inside,5
2012-08-11,EASTERN,Outside,5
2012-08-11,NORTHEASTERN,Inside,10
2012-08-11,NORTHEASTERN,Outside,5
2012-08-11,NORTHERN,Inside,11
2012-08-11,NORTHERN,Outside,5
2012-08-11,NORTHWESTERN,Inside,9
2012-08-11,NORTHWESTERN,Outside,10
2012-08-11,SOUTHEASTERN,Inside,7
2012-08-11,SOUTHEASTERN,Outside,13
2012-08-11,SOUTHERN,Inside,8
2012-08-11,SOUTHERN,Outside,10
2012-08-11,SOUTHWESTERN,Inside,8
2012-08-11,SOUTHWESTERN,Outside,2
2012-08-11,WESTERN,Inside,3
2012-08-11,WESTERN,Outside,4
2012-08-12,CENTRAL,Inside,19
2012-08-12,CENTRAL,Outside,17
2012-08-12,EASTERN,Inside,3
2012-08-12,EASTERN,Outside,3
2012-08-12,NORTHEASTERN,Inside,11
2012-08-12,NORTHEASTERN,Outside,16
2012-08-12,NORTHERN,Inside,10
2012-08-12,NORTHERN,Outside,11
2012-08-12,NORTHWESTERN,Inside,7
2012-08-12,NORTHWESTERN,Outside,5
2012-08-12,SOUTHEASTERN,Inside,9
2012-08-12,SOUTHEASTERN,Outside,7
2012-08-12,SOUTHERN,Inside,7
2012-08-12,SOUTHERN,Outside,11
2012-08-12,SOUTHWESTERN,Inside,10
2012-08-12,SOUTHWESTERN,Outside,6
2012-08-12,WESTERN,Inside,5
2012-08-12,WESTERN,Outside,7
2012-08-13,CENTRAL,Inside,11
2012-08-13,CENTRAL,Outside,16
2012-08-13,EASTERN,Inside,6
2012-08-13,EASTERN,Outside,10
2012-08-13,NORTHEASTERN,Inside,5
2012-08-13,NORTHEASTERN,Outside,4
2012-08-13,NORTHERN,Inside,9
2012-08-13,NORTHERN,Outside,6
2012-08-13,NORTHWESTERN,Inside,7
2012-08-13,NORTHWESTERN,Outside,12
2012-08-13,SOUTHEASTERN,Inside,7
2012-08-13,SOUTHEASTERN,Outside,7
2012-08-13,SOUTHERN,Inside,7
2012-08-13,SOUTHERN,Outside,4
2012-08-13,SOUTHWESTERN,Inside,3
2012-08-13,SOUTHWESTERN,Outside,7
2012-08-13,WESTERN,Inside,6
2012-08-13,WESTERN,Outside,3
2012-08-14,CENTRAL,Inside,7
2012-08-14,CENTRAL,Outside,7
2012-08-14,EASTERN,Inside,7
2012-08-14,EASTERN,Outside,6
2012-08-14,NORTHEASTERN,Inside,13
2012-08-14,NORTHEASTERN,Outside,5
2012-08-14,NORTHERN,Inside,11
2012-08-14,NORTHERN,Outside,6
2012-08-14,NORTHWESTERN,Inside,10
2012-08-14,NORTHWESTERN,Outside,7
2012-08-14,SOUTHEASTERN,Inside,7
2012-08-14,SOUTHEASTERN,Outside,11
2012-08-14,SOUTHERN,Inside,3
2012-08-14,SOUTHERN,Outside,3
2012-08-14,SOUTHWESTERN,Inside,8
2012-08-14,SOUTHWESTERN,Outside,7
2012-08-14,WESTERN,Inside,5
2012-08-14,WESTERN,Outside,5
2012-08-15,CENTRAL,Inside,9
2012-08-15,CENTRAL,Outside,13
2012-08-15,EASTERN,Inside,2
2012-08-15,EASTERN,Outside,7
2012-08-15,NORTHEASTERN,Inside,10
2012-08-15,NORTHEASTERN,Outside,13
2012-08-15,NORTHERN,Inside,7
2012-08-15,NORTHERN,Outside,11
2012-08-15,NORTHWESTERN,Inside,9
2012-08-15,NORTHWESTERN,Outside,8
2012-08-15,SOUTHEASTERN,Inside,7
2012-08-15,SOUTHEASTERN,Outside,10
2012-08-15,SOUTHERN,Inside,9
2012-08-15,SOUTHERN,Outside,8
2012-08-15,SOUTHWESTERN,Inside,4
2012-08-15,SOUTHWESTERN,Outside,7
2012-08-15,WESTERN,Inside,6
2012-08-15,WESTERN,Outside,5
2012-08-16,CENTRAL,Inside,7
2012-08-16,CENTRAL,Outside,12
2012-08-16,EASTERN,Inside,7
2012-08-16,EASTERN,Outside,5
2012-08-16,NORTHEASTERN,Inside,12
2012-08-16,NORTHEASTERN,Outside,28
2012-08-16,NORTHERN,Inside,9
2012-08-16,NORTHERN,Outside,16
2012-08-16,NORTHWESTERN,Inside,11
2012-08-16,NORTHWESTERN,Outside,12
2012-08-16,SOUTHEASTERN,Inside,9
2012-08-16,SOUTHEASTERN,Outside,9
2012-08-16,SOUTHERN,Inside,9
2012-08-16,SOUTHERN,Outside,8
2012-08-16,SOUTHWESTERN,Inside,5
2012-08-16,SOUTHWESTERN,Outside,11
2012-08-16,WESTERN,Inside,3
2012-08-16,WESTERN,Outside,6
2012-08-17,CENTRAL,Inside,11
2012-08-17,CENTRAL,Outside,4
2012-08-17,EASTERN,Inside,9
2012-08-17,EASTERN,Outside,6
2012-08-17,NORTHEASTERN,Inside,14
2012-08-17,NORTHEASTERN,Outside,14
2012-08-17,NORTHERN,Inside,9
2012-08-17,NORTHERN,Outside,7
2012-08-17,NORTHWESTERN,Inside,11
2012-08-17,NORTHWESTERN,Outside,7
2012-08-17,SOUTHEASTERN,Inside,16
2012-08-17,SOUTHEASTERN,Outside,9
2012-08-17,SOUTHERN,Inside,13
2012-08-17,SOUTHERN,Outside,6
2012-08-17,SOUTHWESTERN,Inside,4
2012-08-17,SOUTHWESTERN,Outside,6
2012-08-17,WESTERN,Inside,4
2012-08-17,WESTERN,Outside,6
2012-08-18,CENTRAL,Inside,16
2012-08-18,CENTRAL,Outside,12
2012-08-18,EASTERN,Inside,6
2012-08-18,EASTERN,Outside,5
2012-08-18,NORTHEASTERN,Inside,15
2012-08-18,NORTHEASTERN,Outside,11
2012-08-18,NORTHERN,Inside,9
2012-08-18,NORTHERN,Outside,8
2012-08-18,NORTHWESTERN,Inside,4
2012-08-18,NORTHWESTERN,Outside,3
2012-08-18,SOUTHEASTERN,Inside,4
2012-08-18,SOUTHEASTERN,Outside,20
2012-08-18,SOUTHERN,Inside,7
2012-08-18,SOUTHERN,Outside,8
2012-08-18,SOUTHWESTERN,Inside,3
2012-08-18,SOUTHWESTERN,Outside,1
2012-08-18,WESTERN,Inside,4
2012-08-18,WESTERN,Outside,3
2012-08-19,CENTRAL,Inside,7
2012-08-19,CENTRAL,Outside,8
2012-08-19,EASTERN,Inside,5
2012-08-19,EASTERN,Outside,3
2012-08-19,NORTHEASTERN,Inside,13
2012-08-19,NORTHEASTERN,Outside,7
2012-08-19,NORTHERN,Inside,11
2012-08-19,NORTHERN,Outside,11
2012-08-19,NORTHWESTERN,Inside,3
2012-08-19,NORTHWESTERN,Outside,8
2012-08-19,SOUTHEASTERN,Inside,6
2012-08-19,SOUTHEASTERN,Outside,14
2012-08-19,SOUTHERN,Inside,4
2012-08-19,SOUTHERN,Outside,11
2012-08-19,SOUTHWESTERN,Inside,3
2012-08-19,SOUTHWESTERN,Outside,6
2012-08-19,WESTERN,Inside,5
2012-08-19,WESTERN,Outside,3
2012-08-20,CENTRAL,Inside,11
2012-08-20,CENTRAL,Outside,12
2012-08-20,EASTERN,Inside,8
2012-08-20,EASTERN,Outside,4
2012-08-20,NORTHEASTERN,Inside,15
2012-08-20,NORTHEASTERN,Outside,5
2012-08-20,NORTHERN,Inside,7
2012-08-20,NORTHERN,Outside,2
2012-08-20,NORTHWESTERN,Inside,6
2012-08-20,NORTHWESTERN,Outside,7
2012-08-20,SOUTHEASTERN,Inside,4
2012-08-20,SOUTHEASTERN,Outside,10
2012-08-20,SOUTHERN,Inside,16
2012-08-20,SOUTHERN,Outside,8
2012-08-20,SOUTHWESTERN,Inside,6
2012-08-20,SOUTHWESTERN,Outside,3
2012-08-20,WESTERN,Inside,7
2012-08-20,WESTERN,Outside,3
2012-08-21,CENTRAL,Inside,6
2012-08-21,CENTRAL,Outside,18
2012-08-21,EASTERN,Inside,4
2012-08-21,EASTERN,Outside,8
2012-08-21,NORTHEASTERN,Inside,8
2012-08-21,NORTHEASTERN,Outside,14
2012-08-21,NORTHERN,Inside,12
2012-08-21,NORTHERN,Outside,3
2012-08-21,NORTHWESTERN,Inside,1
2012-08-21,NORTHWESTERN,Outside,7
2012-08-21,SOUTHEASTERN,Inside,4
2012-08-21,SOUTHEASTERN,Outside,7
2012-08-21,SOUTHERN,Inside,10
2012-08-21,SOUTHERN,Outside,6
2012-08-21,SOUTHWESTERN,Inside,5
2012-08-21,WESTERN,Inside,9
2012-08-21,WESTERN,Outside,4
2012-08-22,CENTRAL,Inside,7
2012-08-22,CENTRAL,Outside,9
2012-08-22,EASTERN,Inside,4
2012-08-22,EASTERN,Outside,2
2012-08-22,NORTHEASTERN,Inside,6
2012-08-22,NORTHEASTERN,Outside,8
2012-08-22,NORTHERN,Inside,7
2012-08-22,NORTHERN,Outside,4
2012-08-22,NORTHWESTERN,Inside,9
2012-08-22,NORTHWESTERN,Outside,4
2012-08-22,SOUTHEASTERN,Inside,11
2012-08-22,SOUTHEASTERN,Outside,2
2012-08-22,SOUTHERN,Inside,9
2012-08-22,SOUTHERN,Outside,5
2012-08-22,SOUTHWESTERN,Inside,8
2012-08-22,SOUTHWESTERN,Outside,6
2012-08-22,WESTERN,Inside,6
2012-08-22,WESTERN,Outside,7
2012-08-23,CENTRAL,Inside,8
2012-08-23,CENTRAL,Outside,10
2012-08-23,EASTERN,Inside,6
2012-08-23,EASTERN,Outside,2
2012-08-23,NORTHEASTERN,Inside,13
2012-08-23,NORTHEASTERN,Outside,16
2012-08-23,NORTHERN,Inside,11
2012-08-23,NORTHERN,Outside,5
2012-08-23,NORTHWESTERN,Inside,6
2012-08-23,NORTHWESTERN,Outside,5
2012-08-23,SOUTHEASTERN,Inside,9
2012-08-23,SOUTHEASTERN,Outside,10
2012-08-23,SOUTHERN,Inside,12
2012-08-23,SOUTHERN,Outside,13
2012-08-23,SOUTHWESTERN,Inside,4
2012-08-23,SOUTHWESTERN,Outside,6
2012-08-23,WESTERN,Inside,3
2012-08-23,WESTERN,Outside,1
2012-08-24,CENTRAL,Inside,7
2012-08-24,CENTRAL,Outside,12
2012-08-24,EASTERN,Inside,2
2012-08-24,EASTERN,Outside,8
2012-08-24,NORTHEASTERN,Inside,11
2012-08-24,NORTHEASTERN,Outside,14
2012-08-24,NORTHERN,Inside,17
2012-08-24,NORTHERN,Outside,5
2012-08-24,NORTHWESTERN,Inside,5
2012-08-24,NORTHWESTERN,Outside,3
2012-08-24,SOUTHEASTERN,Inside,11
2012-08-24,SOUTHEASTERN,Outside,8
2012-08-24,SOUTHERN,Inside,10
2012-08-24,SOUTHERN,Outside,2
2012-08-24,SOUTHWESTERN,Inside,8
2012-08-24,SOUTHWESTERN,Outside,5
2012-08-24,WESTERN,Inside,4
2012-08-24,WESTERN,Outside,1
2012-08-25,CENTRAL,Inside,14
2012-08-25,CENTRAL,Outside,9
2012-08-25,EASTERN,Inside,5
2012-08-25,EASTERN,Outside,8
2012-08-25,NORTHEASTERN,Inside,13
2012-08-25,NORTHEASTERN,Outside,7
2012-08-25,NORTHERN,Inside,10
2012-08-25,NORTHERN,Outside,5
2012-08-25,NORTHWESTERN,Inside,4
2012-08-25,NORTHWESTERN,Outside,4
2012-08-25,SOUTHEASTERN,Inside,7
2012-08-25,SOUTHEASTERN,Outside,12
2012-08-25,SOUTHERN,Inside,14
2012-08-25,SOUTHERN,Outside,13
2012-08-25,SOUTHWESTERN,Inside,8
2012-08-25,SOUTHWESTERN,Outside,13
2012-08-25,WESTERN,Inside,9
2012-08-25,WESTERN,Outside,6
2012-08-26,CENTRAL,Inside,3
2012-08-26,CENTRAL,Outside,11
2012-08-26,EASTERN,Inside,3
2012-08-26,EASTERN,Outside,4
2012-08-26,NORTHEASTERN,Inside,9
2012-08-26,NORTHEASTERN,Outside,4
2012-08-26,NORTHERN,Inside,6
2012-08-26,NORTHERN,Outside,3
2012-08-26,NORTHWESTERN,Inside,3
2012-08-26,NORTHWESTERN,Outside,4
2012-08-26,SOUTHEASTERN,Inside,7
2012-08-26,SOUTHEASTERN,Outside,13
2012-08-26,SOUTHERN,Inside,9
2012-08-26,SOUTHERN,Outside,6
2012-08-26,SOUTHWESTERN,Inside,3
2012-08-26,SOUTHWESTERN,Outside,6
2012-08-26,WESTERN,Inside,8
2012-08-26,WESTERN,Outside,1
2012-08-27,CENTRAL,Inside,5
2012-08-27,CENTRAL,Outside,5
2012-08-27,EASTERN,Inside,3
2012-08-27,EASTERN,Outside,3
2012-08-27,NORTHEASTERN,Inside,11
2012-08-27,NORTHEASTERN,Outside,10
2012-08-27,NORTHERN,Inside,12
2012-08-27,NORTHERN,Outside,9
2012-08-27,NORTHWESTERN,Inside,5
2012-08-27,NORTHWESTERN,Outside,6
2012-08-27,SOUTHEASTERN,Inside,9
2012-08-27,SOUTHEASTERN,Outside,10
2012-08-27,SOUTHERN,Inside,6
2012-08-27,SOUTHERN,Outside,6
2012-08-27,SOUTHWESTERN,Inside,6
2012-08-27,SOUTHWESTERN,Outside,8
2012-08-27,WESTERN,Inside,3
2012-08-27,WESTERN,Outside,8
2012-08-28,CENTRAL,Inside,6
2012-08-28,CENTRAL,Outside,9
2012-08-28,EASTERN,Inside,7
2012-08-28,EASTERN,Outside,3
2012-08-28,NORTHEASTERN,Inside,14
2012-08-28,NORTHEASTERN,Outside,12
2012-08-28,NORTHERN,Inside,7
2012-08-28,NORTHERN,Outside,7
2012-08-28,NORTHWESTERN,Inside,4
2012-08-28,NORTHWESTERN,Outside,5
2012-08-28,SOUTHEASTERN,Inside,6
2012-08-28,SOUTHEASTERN,Outside,9
2012-08-28,SOUTHERN,Inside,8
2012-08-28,SOUTHERN,Outside,4
2012-08-28,SOUTHWESTERN,Inside,4
2012-08-28,SOUTHWESTERN,Outside,1
2012-08-28,WESTERN,Inside,6
2012-08-28,WESTERN,Outside,8
2012-08-29,CENTRAL,Inside,11
2012-08-29,CENTRAL,Outside,14
2012-08-29,EASTERN,Inside,8
2012-08-29,EASTERN,Outside,7
2012-08-29,NORTHEASTERN,Inside,16
2012-08-29,NORTHEASTERN,Outside,15
2012-08-29,NORTHERN,Inside,7
2012-08-29,NORTHERN,Outside,11
2012-08-29,NORTHWESTERN,Inside,5
2012-08-29,NORTHWESTERN,Outside,5
2012-08-29,SOUTHEASTERN,Inside,8
2012-08-29,SOUTHEASTERN,Outside,7
2012-08-29,SOUTHERN,Inside,7
2012-08-29,SOUTHERN,Outside,2
2012-08-29,SOUTHWESTERN,Inside,9
2012-08-29,SOUTHWESTERN,Outside,5
2012-08-29,WESTERN,Inside,4
2012-08-29,WESTERN,Outside,6
2012-08-30,CENTRAL,Inside,5
2012-08-30,CENTRAL,Outside,11
2012-08-30,EASTERN,Inside,3
2012-08-30,EASTERN,Outside,2
2012-08-30,NORTHEASTERN,Inside,10
2012-08-30,NORTHEASTERN,Outside,5
2012-08-30,NORTHERN,Inside,6
2012-08-30,NORTHERN,Outside,12
2012-08-30,NORTHWESTERN,Inside,9
2012-08-30,NORTHWESTERN,Outside,8
2012-08-30,SOUTHEASTERN,Inside,13
2012-08-30,SOUTHEASTERN,Outside,10
2012-08-30,SOUTHERN,Inside,10
2012-08-30,SOUTHERN,Outside,11
2012-08-30,SOUTHWESTERN,Inside,4
2012-08-30,SOUTHWESTERN,Outside,5
2012-08-30,WESTERN,Inside,3
2012-08-30,WESTERN,Outside,9
2012-08-31,CENTRAL,Inside,7
2012-08-31,CENTRAL,Outside,11
2012-08-31,EASTERN,Inside,6
2012-08-31,EASTERN,Outside,7
2012-08-31,NORTHEASTERN,Inside,16
2012-08-31,NORTHEASTERN,Outside,20
2012-08-31,NORTHERN,Inside,8
2012-08-31,NORTHERN,Outside,6
2012-08-31,NORTHWESTERN,Inside,9
2012-08-31,NORTHWESTERN,Outside,6
2012-08-31,SOUTHEASTERN,Inside,5
2012-08-31,SOUTHEASTERN,Outside,11
2012-08-31,SOUTHERN,Inside,10
2012-08-31,SOUTHERN,Outside,12
2012-08-31,SOUTHWESTERN,Inside,7
2012-08-31,SOUTHWESTERN,Outside,5
2012-08-31,WESTERN,Inside,5
2012-08-31,WESTERN,Outside,8
2012-09-01,CENTRAL,Inside,9
2012-09-01,CENTRAL,Outside,13
2012-09-01,EASTERN,Inside,9
2012-09-01,EASTERN,Outside,5
2012-09-01,NORTHEASTERN,Inside,8
2012-09-01,NORTHEASTERN,Outside,13
2012-09-01,NORTHERN,Inside,12
2012-09-01,NORTHERN,Outside,7
2012-09-01,NORTHWESTERN,Inside,6
2012-09-01,NORTHWESTERN,Outside,7
2012-09-01,SOUTHEASTERN,Inside,20
2012-09-01,SOUTHEASTERN,Outside,16
2012-09-01,SOUTHERN,Inside,14
2012-09-01,SOUTHERN,Outside,3
2012-09-01,SOUTHWESTERN,Inside,4
2012-09-01,SOUTHWESTERN,Outside,2
2012-09-01,WESTERN,Inside,8
2012-09-01,WESTERN,Outside,9
2012-09-02,CENTRAL,Inside,9
2012-09-02,CENTRAL,Outside,7
2012-09-02,EASTERN,Inside,4
2012-09-02,EASTERN,Outside,3
2012-09-02,NORTHEASTERN,Inside,14
2012-09-02,NORTHEASTERN,Outside,9
2012-09-02,NORTHERN,Inside,5
2012-09-02,NORTHERN,Outside,6
2012-09-02,NORTHWESTERN,Inside,7
2012-09-02,NORTHWESTERN,Outside,9
2012-09-02,SOUTHEASTERN,Inside,9
2012-09-02,SOUTHEASTERN,Outside,13
2012-09-02,SOUTHERN,Inside,9
2012-09-02,SOUTHERN,Outside,10
2012-09-02,SOUTHWESTERN,Inside,6
2012-09-02,SOUTHWESTERN,Outside,2
2012-09-02,WESTERN,Inside,4
2012-09-02,WESTERN,Outside,6
2012-09-03,CENTRAL,Inside,6
2012-09-03,CENTRAL,Outside,3
2012-09-03,EASTERN,Inside,2
2012-09-03,EASTERN,Outside,7
2012-09-03,NORTHEASTERN,Inside,16
2012-09-03,NORTHEASTERN,Outside,16
2012-09-03,NORTHERN,Inside,9
2012-09-03,NORTHERN,Outside,9
2012-09-03,NORTHWESTERN,Inside,4
2012-09-03,NORTHWESTERN,Outside,8
2012-09-03,SOUTHEASTERN,Inside,14
2012-09-03,SOUTHEASTERN,Outside,9
2012-09-03,SOUTHERN,Inside,3
2012-09-03,SOUTHERN,Outside,4
2012-09-03,SOUTHWESTERN,Inside,4
2012-09-03,SOUTHWESTERN,Outside,5
2012-09-03,WESTERN,Inside,7
2012-09-03,WESTERN,Outside,6
2012-09-04,CENTRAL,Inside,8
2012-09-04,CENTRAL,Outside,11
2012-09-04,EASTERN,Inside,6
2012-09-04,EASTERN,Outside,8
2012-09-04,NORTHEASTERN,Inside,7
2012-09-04,NORTHEASTERN,Outside,19
2012-09-04,NORTHERN,Inside,12
2012-09-04,NORTHERN,Outside,11
2012-09-04,NORTHWESTERN,Inside,12
2012-09-04,NORTHWESTERN,Outside,3
2012-09-04,SOUTHEASTERN,Inside,4
2012-09-04,SOUTHEASTERN,Outside,9
2012-09-04,SOUTHERN,Inside,7
2012-09-04,SOUTHERN,Outside,4
2012-09-04,SOUTHWESTERN,Inside,10
2012-09-04,SOUTHWESTERN,Outside,4
2012-09-04,WESTERN,Inside,6
2012-09-04,WESTERN,Outside,7
2012-09-05,CENTRAL,Inside,7
2012-09-05,CENTRAL,Outside,8
2012-09-05,EASTERN,Inside,9
2012-09-05,EASTERN,Outside,2
2012-09-05,NORTHEASTERN,Inside,17
2012-09-05,NORTHEASTERN,Outside,11
2012-09-05,NORTHERN,Inside,10
2012-09-05,NORTHERN,Outside,4
2012-09-05,NORTHWESTERN,Inside,9
2012-09-05,NORTHWESTERN,Outside,5
2012-09-05,SOUTHEASTERN,Inside,4
2012-09-05,SOUTHEASTERN,Outside,6
2012-09-05,SOUTHERN,Inside,9
2012-09-05,SOUTHERN,Outside,3
2012-09-05,SOUTHWESTERN,Inside,7
2012-09-05,SOUTHWESTERN,Outside,4
2012-09-05,WESTERN,Inside,10
2012-09-05,WESTERN,Outside,4
2012-09-06,CENTRAL,Inside,11
2012-09-06,CENTRAL,Outside,7
2012-09-06,EASTERN,Inside,7
2012-09-06,EASTERN,Outside,8
2012-09-06,NORTHEASTERN,Inside,10
2012-09-06,NORTHEASTERN,Outside,13
2012-09-06,NORTHERN,Inside,9
2012-09-06,NORTHERN,Outside,7
2012-09-06,NORTHWESTERN,Inside,5
2012-09-06,NORTHWESTERN,Outside,5
2012-09-06,SOUTHEASTERN,Inside,6
2012-09-06,SOUTHEASTERN,Outside,8
2012-09-06,SOUTHERN,Inside,8
2012-09-06,SOUTHERN,Outside,5
2012-09-06,SOUTHWESTERN,Inside,5
2012-09-06,SOUTHWESTERN,Outside,4
2012-09-06,WESTERN,Inside,4
2012-09-06,WESTERN,Outside,6
2012-09-07,CENTRAL,Inside,11
2012-09-07,CENTRAL,Outside,7
2012-09-07,EASTERN,Inside,4
2012-09-07,NORTHEASTERN,Inside,10
2012-09-07,NORTHEASTERN,Outside,7
2012-09-07,NORTHERN,Inside,11
2012-09-07,NORTHERN,Outside,11
2012-09-07,NORTHWESTERN,Inside,8
2012-09-07,NORTHWESTERN,Outside,6
2012-09-07,SOUTHEASTERN,Inside,3
2012-09-07,SOUTHEASTERN,Outside,7
2012-09-07,SOUTHERN,Inside,8
2012-09-07,SOUTHERN,Outside,6
2012-09-07,SOUTHWESTERN,Inside,10
2012-09-07,SOUTHWESTERN,Outside,3
2012-09-07,WESTERN,Inside,2
2012-09-07,WESTERN,Outside,5
2012-09-08,CENTRAL,Inside,10
2012-09-08,CENTRAL,Outside,20
2012-09-08,EASTERN,Inside,7
2012-09-08,EASTERN,Outside,7
2012-09-08,NORTHEASTERN,Inside,14
2012-09-08,NORTHEASTERN,Outside,6
2012-09-08,NORTHERN,Inside,9
2012-09-08,NORTHERN,Outside,7
2012-09-08,NORTHWESTERN,Inside,4
2012-09-08,NORTHWESTERN,Outside,6
2012-09-08,SOUTHEASTERN,Inside,15
2012-09-08,SOUTHEASTERN,Outside,10
2012-09-08,SOUTHERN,Inside,3
2012-09-08,SOUTHERN,Outside,4
2012-09-08,SOUTHWESTERN,Inside,4
2012-09-08,SOUTHWESTERN,Outside,4
2012-09-08,WESTERN,Inside,3
2012-09-08,WESTERN,Outside,6
2012-09-09,CENTRAL,Inside,5
2012-09-09,CENTRAL,Outside,6
2012-09-09,EASTERN,Inside,6
2012-09-09,EASTERN,Outside,3
2012-09-09,NORTHEASTERN,Inside,11
2012-09-09,NORTHEASTERN,Outside,14
2012-09-09,NORTHERN,Inside,10
2012-09-09,NORTHERN,Outside,6
2012-09-09,NORTHWESTERN,Inside,7
2012-09-09,NORTHWESTERN,Outside,10
2012-09-09,SOUTHEASTERN,Inside,6
2012-09-09,SOUTHEASTERN,Outside,8
2012-09-09,SOUTHERN,Inside,6
2012-09-09,SOUTHERN,Outside,5
2012-09-09,SOUTHWESTERN,Inside,5
2012-09-09,SOUTHWESTERN,Outside,3
2012-09-09,WESTERN,Inside,2
2012-09-09,WESTERN,Outside,5
2012-09-10,CENTRAL,Inside,8
2012-09-10,CENTRAL,Outside,6
2012-09-10,EASTERN,Inside,8
2012-09-10,EASTERN,Outside,4
2012-09-10,NORTHEASTERN,Inside,15
2012-09-10,NORTHEASTERN,Outside,6
2012-09-10,NORTHERN,Inside,7
2012-09-10,NORTHERN,Outside,4
2012-09-10,NORTHWESTERN,Inside,2
2012-09-10,NORTHWESTERN,Outside,6
2012-09-10,SOUTHEASTERN,Inside,5
2012-09-10,SOUTHEASTERN,Outside,6
2012-09-10,SOUTHERN,Inside,11
2012-09-10,SOUTHERN,Outside,7
2012-09-10,SOUTHWESTERN,Inside,10
2012-09-10,SOUTHWESTERN,Outside,4
2012-09-10,WESTERN,Inside,5
2012-09-10,WESTERN,Outside,7
2012-09-11,CENTRAL,Inside,4
2012-09-11,CENTRAL,Outside,7
2012-09-11,EASTERN,Inside,5
2012-09-11,EASTERN,Outside,4
2012-09-11,NORTHEASTERN,Inside,5
2012-09-11,NORTHEASTERN,Outside,5
2012-09-11,NORTHERN,Inside,8
2012-09-11,NORTHERN,Outside,5
2012-09-11,NORTHWESTERN,Inside,10
2012-09-11,NORTHWESTERN,Outside,8
2012-09-11,SOUTHEASTERN,Inside,10
2012-09-11,SOUTHEASTERN,Outside,11
2012-09-11,SOUTHERN,Inside,14
2012-09-11,SOUTHERN,Outside,6
2012-09-11,SOUTHWESTERN,Inside,2
2012-09-11,SOUTHWESTERN,Outside,4
2012-09-11,WESTERN,Inside,8
2012-09-12,CENTRAL,Inside,5
2012-09-12,CENTRAL,Outside,11
2012-09-12,EASTERN,Inside,2
2012-09-12,EASTERN,Outside,2
2012-09-12,NORTHEASTERN,Inside,19
2012-09-12,NORTHEASTERN,Outside,7
2012-09-12,NORTHERN,Inside,8
2012-09-12,NORTHERN,Outside,5
2012-09-12,NORTHWESTERN,Inside,7
2012-09-12,NORTHWESTERN,Outside,3
2012-09-12,SOUTHEASTERN,Inside,10
2012-09-12,SOUTHEASTERN,Outside,9
2012-09-12,SOUTHERN,Inside,5
2012-09-12,SOUTHERN,Outside,7
2012-09-12,SOUTHWESTERN,Inside,4
2012-09-12,SOUTHWESTERN,Outside,6
2012-09-12,WESTERN,Inside,4
2012-09-12,WESTERN,Outside,7
2012-09-13,CENTRAL,Inside,6
2012-09-13,CENTRAL,Outside,5
2012-09-13,EASTERN,Inside,4
2012-09-13,EASTERN,Outside,1
2012-09-13,NORTHEASTERN,Inside,16
2012-09-13,NORTHEASTERN,Outside,13
2012-09-13,NORTHERN,Inside,4
2012-09-13,NORTHERN,Outside,11
2012-09-13,NORTHWESTERN,Inside,4
2012-09-13,NORTHWESTERN,Outside,4
2012-09-13,SOUTHEASTERN,Inside,4
2012-09-13,SOUTHEASTERN,Outside,12
2012-09-13,SOUTHERN,Inside,11
2012-09-13,SOUTHERN,Outside,8
2012-09-13,SOUTHWESTERN,Inside,8
2012-09-13,SOUTHWESTERN,Outside,4
2012-09-13,WESTERN,Inside,4
